,entry_time,exit_time,direction,entry_price,exit_price,pnl,capital,reason
19,2025-12-17 01:30:00+05:30,2025-12-17 02:00:00+05:30,BUY,0.3862,0.38716549999999994,5.009496831044668,10024.003158920872,STOP_LOSS
20,2025-12-17 04:45:00+05:30,2025-12-17 05:15:00+05:30,BUY,0.3843,0.38526074999999993,5.0120015794602,10029.015160500332,STOP_LOSS
21,2025-12-17 05:30:00+05:30,2025-12-17 06:30:00+05:30,BUY,0.3832,0.38415799999999994,5.014507580249951,10034.029668080582,STOP_LOSS
22,2025-12-17 07:30:00+05:30,2025-12-17 08:00:00+05:30,BUY,0.3828,0.3829913999999999,1.0034029668078104,10035.03307104739,STOP_LOSS
23,2025-12-17 08:45:00+05:30,2025-12-17 09:45:00+05:30,BUY,0.3838,0.38226479999999996,-8.028026456837988,10027.005044590553,STOP_LOSS
24,2025-12-17 10:00:00+05:30,2025-12-17 10:30:00+05:30,BUY,0.3802,0.3786792,-8.021604035672384,10018.98344055488,STOP_LOSS
25,2025-12-17 10:45:00+05:30,2025-12-17 11:00:00+05:30,BUY,0.3782,0.3783891,1.0018983440554754,10019.985338898936,STOP_LOSS
26,2025-12-17 11:15:00+05:30,2025-12-17 11:30:00+05:30,BUY,0.3802,0.38039009999999995,1.0019985338897401,10020.987337432825,STOP_LOSS
27,2025-12-17 11:45:00+05:30,2025-12-17 12:30:00+05:30,BUY,0.3807,0.3791772,-8.016789869946212,10012.97054756288,STOP_LOSS
28,2025-12-17 13:30:00+05:30,2025-12-17 13:45:00+05:30,BUY,0.3793,0.37778280000000003,-8.010376438050285,10004.960171124829,STOP_LOSS
29,2025-12-17 14:00:00+05:30,2025-12-17 14:45:00+05:30,BUY,0.3787,0.3771852,-8.003968136899772,9996.956202987929,STOP_LOSS
30,2025-12-17 15:00:00+05:30,2025-12-17 15:30:00+05:30,BUY,0.37771,0.377898855,0.9996956202987283,9997.955898608228,STOP_LOSS
31,2025-12-17 15:45:00+05:30,2025-12-17 16:00:00+05:30,BUY,0.3777,0.37788884999999994,0.9997955898606252,9998.955694198088,STOP_LOSS
32,2025-12-17 16:15:00+05:30,2025-12-17 16:30:00+05:30,BUY,0.3773,0.37824325000000003,4.999477847099079,10003.955172045187,STOP_LOSS
33,2025-12-17 21:15:00+05:30,2025-12-17 21:30:00+05:30,BUY,0.3822,0.3831555,5.0019775860225835,10008.95714963121,STOP_LOSS
34,2025-12-17 21:45:00+05:30,2025-12-17 22:00:00+05:30,BUY,0.3731,0.37403274999999997,5.00447857481551,10013.961628206025,STOP_LOSS
35,2025-12-17 22:15:00+05:30,2025-12-17 22:30:00+05:30,BUY,0.3753,0.37379880000000004,-8.011169302564715,10005.95045890346,STOP_LOSS
36,2025-12-17 22:45:00+05:30,2025-12-17 23:00:00+05:30,BUY,0.3732,0.37170719999999996,-8.004760367122858,9997.945698536338,STOP_LOSS
37,2025-12-17 23:15:00+05:30,2025-12-17 23:30:00+05:30,BUY,0.3685,0.36942125,4.998972849268085,10002.944671385605,STOP_LOSS
38,2025-12-17 23:45:00+05:30,2025-12-18 00:00:00+05:30,BUY,0.3702,0.37038509999999997,1.000294467138526,10003.944965852743,STOP_LOSS
39,2025-12-18 00:15:00+05:30,2025-12-18 00:30:00+05:30,BUY,0.3665,0.36503399999999997,-8.003155972682318,9995.94180988006,STOP_LOSS
40,2025-12-18 00:45:00+05:30,2025-12-18 01:00:00+05:30,BUY,0.3665,0.36503399999999997,-7.996753447904172,9987.945056432156,STOP_LOSS
41,2025-12-18 01:15:00+05:30,2025-12-18 01:30:00+05:30,BUY,0.3685,0.367026,-7.9903560451455915,9979.95470038701,STOP_LOSS
42,2025-12-18 02:00:00+05:30,2025-12-18 02:15:00+05:30,BUY,0.37,0.36852,-7.983963760309509,9971.970736626701,STOP_LOSS
43,2025-12-18 02:30:00+05:30,2025-12-18 02:45:00+05:30,BUY,0.368,0.36652799999999996,-7.977576589301518,9963.9931600374,STOP_LOSS
44,2025-12-18 03:00:00+05:30,2025-12-18 03:15:00+05:30,BUY,0.3659,0.36608294999999996,0.9963993160035197,9964.989559353404,STOP_LOSS
45,2025-12-18 03:45:00+05:30,2025-12-18 04:30:00+05:30,BUY,0.3671,0.36728354999999996,0.9964989559352144,9965.98605830934,STOP_LOSS
46,2025-12-18 04:45:00+05:30,2025-12-18 05:00:00+05:30,BUY,0.3656,0.36578279999999996,0.9965986058308413,9966.98265691517,STOP_LOSS
47,2025-12-18 06:00:00+05:30,2025-12-18 06:30:00+05:30,BUY,0.3657,0.36588285,0.9966982656912807,9967.979355180862,STOP_LOSS
48,2025-12-18 06:45:00+05:30,2025-12-18 07:00:00+05:30,BUY,0.3642,0.3643821,0.9967979355178826,9968.97615311638,STOP_LOSS
49,2025-12-18 07:15:00+05:30,2025-12-18 07:30:00+05:30,BUY,0.3644,0.365311,4.984488076558164,9973.960641192938,STOP_LOSS
50,2025-12-18 08:45:00+05:30,2025-12-18 09:30:00+05:30,BUY,0.36435,0.365260875,4.986980320596347,9978.947621513535,STOP_LOSS
51,2025-12-18 10:15:00+05:30,2025-12-18 10:30:00+05:30,BUY,0.3648,0.3633408,-7.983158097210794,9970.964463416323,STOP_LOSS
52,2025-12-18 10:45:00+05:30,2025-12-18 11:00:00+05:30,BUY,0.3613,0.36220325,4.985482231707977,9975.949945648032,STOP_LOSS
53,2025-12-18 11:15:00+05:30,2025-12-18 11:30:00+05:30,BUY,0.3609,0.36108045,0.9975949945647958,9976.947540642597,STOP_LOSS
54,2025-12-18 11:45:00+05:30,2025-12-18 12:15:00+05:30,BUY,0.3612,0.3613806,0.9976947540641229,9977.94523539666,STOP_LOSS
55,2025-12-18 12:30:00+05:30,2025-12-18 13:00:00+05:30,BUY,0.362,0.362181,0.997794523539593,9978.9430299202,STOP_LOSS
56,2025-12-18 13:15:00+05:30,2025-12-18 13:30:00+05:30,BUY,0.3622,0.3623811,0.9978943029919627,9979.940924223192,STOP_LOSS
57,2025-12-18 22:30:00+05:30,2025-12-18 22:45:00+05:30,BUY,0.359,0.357564,-7.983952739378514,9971.956971483814,STOP_LOSS
58,2025-12-18 23:00:00+05:30,2025-12-18 23:15:00+05:30,BUY,0.3573,0.35747865,0.997195697148395,9972.954167180962,STOP_LOSS
59,2025-12-18 23:30:00+05:30,2025-12-18 23:45:00+05:30,BUY,0.3606,0.35915759999999997,-7.978363333744828,9964.975803847217,STOP_LOSS
60,2025-12-19 00:00:00+05:30,2025-12-19 00:15:00+05:30,BUY,0.3571,0.3556716,-7.971980643077755,9957.003823204139,STOP_LOSS
61,2025-12-19 00:30:00+05:30,2025-12-19 00:45:00+05:30,BUY,0.3539,0.3524844,-7.965603058563406,9949.038220145576,STOP_LOSS
62,2025-12-19 01:00:00+05:30,2025-12-19 01:15:00+05:30,BUY,0.3503,0.3488988,-7.959230576116411,9941.07898956946,STOP_LOSS
63,2025-12-19 01:30:00+05:30,2025-12-19 01:45:00+05:30,BUY,0.351,0.34959599999999996,-7.952863191655661,9933.126126377803,STOP_LOSS
64,2025-12-19 02:00:00+05:30,2025-12-19 02:15:00+05:30,BUY,0.35,0.34859999999999997,-7.946500901102314,9925.179625476701,STOP_LOSS
65,2025-12-19 02:30:00+05:30,2025-12-19 02:45:00+05:30,BUY,0.3503,0.35117575,4.962589812738399,9930.14221528944,STOP_LOSS
66,2025-12-19 03:00:00+05:30,2025-12-19 03:15:00+05:30,BUY,0.3516,0.352479,4.965071107644511,9935.107286397084,STOP_LOSS
67,2025-12-19 06:00:00+05:30,2025-12-19 06:15:00+05:30,BUY,0.3484,0.34927099999999994,4.967553643198286,9940.074840040283,STOP_LOSS
68,2025-12-19 06:30:00+05:30,2025-12-19 06:45:00+05:30,BUY,0.3479,0.34876975,4.970037420020156,9945.044877460303,STOP_LOSS
69,2025-12-19 07:00:00+05:30,2025-12-19 07:15:00+05:30,BUY,0.3481,0.3467076,-7.956035901968334,9937.088841558334,STOP_LOSS
70,2025-12-19 07:30:00+05:30,2025-12-19 07:45:00+05:30,BUY,0.3477,0.34856925,4.968544420779099,9942.057385979113,STOP_LOSS
71,2025-12-19 08:00:00+05:30,2025-12-19 08:15:00+05:30,BUY,0.34923,0.350103075,4.971028692989563,9947.028414672102,STOP_LOSS
72,2025-12-19 23:15:00+05:30,2025-12-19 23:30:00+05:30,BUY,0.3689,0.36982224999999996,4.973514207335824,9952.001928879437,STOP_LOSS
73,2025-12-20 07:00:00+05:30,2025-12-20 08:00:00+05:30,BUY,0.3741,0.37428704999999995,0.9952001928877651,9952.997129072326,STOP_LOSS
74,2025-12-20 08:30:00+05:30,2025-12-20 08:45:00+05:30,BUY,0.3741,0.37428704999999995,0.995299712907054,9953.992428785234,STOP_LOSS
75,2025-12-20 09:15:00+05:30,2025-12-20 09:30:00+05:30,BUY,0.374,0.372504,-7.963193943028173,9946.029234842206,STOP_LOSS
76,2025-12-20 09:45:00+05:30,2025-12-20 10:00:00+05:30,BUY,0.3723,0.37248615,0.9946029234841994,9947.02383776569,STOP_LOSS
77,2025-12-20 10:15:00+05:30,2025-12-20 10:30:00+05:30,BUY,0.3719,0.37282975,4.973511918882882,9951.997349684572,STOP_LOSS
78,2025-12-20 18:30:00+05:30,2025-12-20 19:00:00+05:30,BUY,0.3756,0.37578779999999995,0.9951997349682465,9952.992549419541,STOP_LOSS
79,2025-12-20 19:30:00+05:30,2025-12-20 20:45:00+05:30,BUY,0.3752,0.376138,4.976496274709741,9957.969045694252,STOP_LOSS
80,2025-12-21 05:00:00+05:30,2025-12-21 05:45:00+05:30,BUY,0.37265,0.37283632499999997,0.9957969045693569,9958.964842598822,STOP_LOSS
81,2025-12-21 06:00:00+05:30,2025-12-21 06:45:00+05:30,BUY,0.3721,0.3706116,-7.967171874079063,9950.997670724742,STOP_LOSS
82,2025-12-21 07:00:00+05:30,2025-12-21 07:30:00+05:30,BUY,0.3698,0.3699849,0.9950997670724089,9951.992770491815,STOP_LOSS
83,2025-12-21 07:45:00+05:30,2025-12-21 08:30:00+05:30,BUY,0.3687,0.36888435,0.9951992770491804,9952.987969768865,STOP_LOSS
84,2025-12-21 08:45:00+05:30,2025-12-21 10:00:00+05:30,BUY,0.3696,0.3681216,-7.962390375815043,9945.02557939305,STOP_LOSS
85,2025-12-21 10:15:00+05:30,2025-12-21 10:45:00+05:30,BUY,0.3678,0.3687195,4.97251278969632,9949.998092182746,STOP_LOSS
86,2025-12-21 11:15:00+05:30,2025-12-21 12:30:00+05:30,BUY,0.36776,0.36794387999999995,0.9949998092181104,9950.993091991964,STOP_LOSS
87,2025-12-21 18:00:00+05:30,2025-12-21 18:30:00+05:30,BUY,0.3675,0.36602999999999997,-7.960794473593717,9943.03229751837,STOP_LOSS
88,2025-12-21 18:45:00+05:30,2025-12-21 19:00:00+05:30,BUY,0.362,0.360552,-7.954425838014723,9935.077871680354,STOP_LOSS
89,2025-12-21 19:15:00+05:30,2025-12-21 19:30:00+05:30,BUY,0.358,0.35889499999999996,4.967538935840062,9940.045410616194,STOP_LOSS
90,2025-12-21 19:45:00+05:30,2025-12-21 20:00:00+05:30,BUY,0.3599,0.36007995,0.9940045410615326,9941.039415157256,STOP_LOSS
91,2025-12-21 20:15:00+05:30,2025-12-21 20:45:00+05:30,BUY,0.3609,0.3594564,-7.952831532125747,9933.08658362513,STOP_LOSS
92,2025-12-21 21:00:00+05:30,2025-12-21 21:15:00+05:30,BUY,0.3593,0.36019825,4.966543291812507,9938.053126916942,STOP_LOSS
93,2025-12-21 21:30:00+05:30,2025-12-21 21:45:00+05:30,BUY,0.3605,0.36140124999999995,4.969026563458276,9943.0221534804,STOP_LOSS
94,2025-12-21 22:00:00+05:30,2025-12-21 22:30:00+05:30,BUY,0.3625,0.36340625,4.971511076740186,9947.993664557142,STOP_LOSS
95,2025-12-22 02:15:00+05:30,2025-12-22 02:45:00+05:30,BUY,0.362,0.362905,4.973996832278512,9952.96766138942,STOP_LOSS
96,2025-12-22 03:00:00+05:30,2025-12-22 03:30:00+05:30,BUY,0.3609,0.3594564,-7.962374129111478,9945.00528726031,STOP_LOSS
97,2025-12-22 03:45:00+05:30,2025-12-22 04:15:00+05:30,BUY,0.3616,0.36250399999999994,4.972502643629938,9949.97778990394,STOP_LOSS
98,2025-12-22 07:30:00+05:30,2025-12-22 07:45:00+05:30,BUY,0.3645,0.363042,-7.9599822319232345,9942.017807672017,STOP_LOSS
99,2025-12-22 08:00:00+05:30,2025-12-22 08:15:00+05:30,BUY,0.3638,0.3647095,4.97100890383605,9946.988816575853,STOP_LOSS
100,2025-12-22 08:30:00+05:30,2025-12-22 08:45:00+05:30,BUY,0.3656,0.36651399999999995,4.973494408287766,9951.962310984141,STOP_LOSS
101,2025-12-22 09:30:00+05:30,2025-12-22 09:45:00+05:30,BUY,0.3657,0.36661425000000003,4.9759811554921,9956.938292139634,STOP_LOSS
102,2025-12-22 10:45:00+05:30,2025-12-22 11:00:00+05:30,BUY,0.3659,0.36681474999999997,4.978469146069623,9961.916761285704,STOP_LOSS
103,2025-12-22 11:15:00+05:30,2025-12-22 11:45:00+05:30,BUY,0.3656,0.36578279999999996,0.9961916761284777,9962.912952961831,STOP_LOSS
104,2025-12-23 00:30:00+05:30,2025-12-23 00:45:00+05:30,BUY,0.3738,0.3739869,0.996291295296129,9963.909244257127,STOP_LOSS
105,2025-12-23 01:00:00+05:30,2025-12-23 01:15:00+05:30,BUY,0.3715,0.370014,-7.9711273954056345,9955.938116861722,STOP_LOSS
106,2025-12-23 01:30:00+05:30,2025-12-23 01:45:00+05:30,BUY,0.3689,0.3674244,-7.964750493489492,9947.973366368233,STOP_LOSS
107,2025-12-23 02:00:00+05:30,2025-12-23 02:15:00+05:30,BUY,0.3678,0.3679839,0.994797336636602,9948.968163704869,STOP_LOSS
108,2025-12-23 02:30:00+05:30,2025-12-23 02:45:00+05:30,BUY,0.3691,0.36928455,0.9948968163705169,9949.963060521239,STOP_LOSS
109,2025-12-23 03:15:00+05:30,2025-12-23 03:30:00+05:30,BUY,0.3707,0.36921719999999997,-7.959970448417026,9942.003090072822,STOP_LOSS
110,2025-12-23 03:45:00+05:30,2025-12-23 04:15:00+05:30,BUY,0.3713,0.37222825,4.971001545036216,9946.974091617858,STOP_LOSS
111,2025-12-23 07:00:00+05:30,2025-12-23 07:30:00+05:30,BUY,0.3694,0.37032349999999997,4.973487045808746,9951.947578663667,STOP_LOSS
112,2025-12-23 08:00:00+05:30,2025-12-23 08:15:00+05:30,BUY,0.368,0.36818399999999996,0.9951947578661611,9952.942773421533,STOP_LOSS
113,2025-12-23 08:30:00+05:30,2025-12-23 08:45:00+05:30,BUY,0.3677,0.36788385,0.9952942773420742,9953.938067698875,STOP_LOSS
114,2025-12-23 09:00:00+05:30,2025-12-23 10:00:00+05:30,BUY,0.3686,0.3671256,-7.963150454159029,9945.974917244715,STOP_LOSS
115,2025-12-23 10:15:00+05:30,2025-12-23 12:00:00+05:30,BUY,0.367,0.36553199999999997,-7.956779933795908,9938.018137310919,STOP_LOSS
116,2025-12-23 12:15:00+05:30,2025-12-23 13:15:00+05:30,BUY,0.3648,0.3649824,0.9938018137309365,9939.01193912465,STOP_LOSS
117,2025-12-23 13:30:00+05:30,2025-12-23 13:45:00+05:30,BUY,0.3643,0.36448215,0.9939011939124215,9940.005840318563,STOP_LOSS
118,2025-12-23 14:15:00+05:30,2025-12-23 14:30:00+05:30,BUY,0.3634,0.3635817,0.9940005840318938,9940.999840902596,STOP_LOSS
119,2025-12-23 14:45:00+05:30,2025-12-23 15:30:00+05:30,BUY,0.3634,0.3643085,4.970499920451181,9945.970340823047,STOP_LOSS
120,2025-12-23 18:15:00+05:30,2025-12-23 18:45:00+05:30,BUY,0.3641,0.36428204999999997,0.9945970340822456,9946.964937857128,STOP_LOSS
121,2025-12-23 19:00:00+05:30,2025-12-23 19:15:00+05:30,BUY,0.3634,0.3619464,-7.9575719502857,9939.007365906842,STOP_LOSS
122,2025-12-23 19:30:00+05:30,2025-12-23 19:45:00+05:30,BUY,0.3628,0.3613488,-7.951205892725397,9931.056160014117,STOP_LOSS
123,2025-12-23 20:00:00+05:30,2025-12-23 20:15:00+05:30,BUY,0.3609,0.3594564,-7.9448449280112365,9923.111315086106,STOP_LOSS
124,2025-12-23 20:30:00+05:30,2025-12-23 20:45:00+05:30,BUY,0.36,0.36089999999999994,4.961555657542813,9928.072870743648,STOP_LOSS
125,2025-12-23 21:00:00+05:30,2025-12-23 21:30:00+05:30,BUY,0.3608,0.36170199999999997,4.964036435371595,9933.03690717902,STOP_LOSS
126,2025-12-23 23:15:00+05:30,2025-12-23 23:30:00+05:30,BUY,0.3591,0.35999774999999995,4.966518453589372,9938.003425632609,STOP_LOSS
127,2025-12-24 01:15:00+05:30,2025-12-24 01:30:00+05:30,BUY,0.3607,0.36088035,0.9938003425632378,9938.997225975172,STOP_LOSS
128,2025-12-24 03:45:00+05:30,2025-12-24 05:15:00+05:30,BUY,0.3615,0.36240374999999997,4.969498612987482,9943.96672458816,STOP_LOSS
129,2025-12-24 07:30:00+05:30,2025-12-24 08:00:00+05:30,BUY,0.3601,0.35865959999999997,-7.955173379670574,9936.011551208489,STOP_LOSS
130,2025-12-24 08:15:00+05:30,2025-12-24 08:30:00+05:30,BUY,0.3584,0.3569664,-7.9488092409666775,9928.062741967522,STOP_LOSS
131,2025-12-24 08:45:00+05:30,2025-12-24 09:00:00+05:30,BUY,0.3586,0.35877929999999997,0.9928062741967155,9929.055548241718,STOP_LOSS
132,2025-12-24 09:15:00+05:30,2025-12-24 09:30:00+05:30,BUY,0.3599,0.36079975,4.964527774120732,9934.020076015839,STOP_LOSS
133,2025-12-24 09:45:00+05:30,2025-12-24 10:15:00+05:30,BUY,0.3594,0.3579624,-7.94721606081258,9926.072859955026,STOP_LOSS
134,2025-12-24 10:30:00+05:30,2025-12-24 11:15:00+05:30,BUY,0.3569,0.35547239999999997,-7.940858287964182,9918.132001667062,STOP_LOSS
135,2025-12-24 11:30:00+05:30,2025-12-24 11:45:00+05:30,BUY,0.3547,0.35558675,4.959066000833484,9923.091067667896,STOP_LOSS
136,2025-12-24 12:00:00+05:30,2025-12-24 12:30:00+05:30,BUY,0.3565,0.35667825,0.9923091067667391,9924.083376774663,STOP_LOSS
137,2025-12-24 12:45:00+05:30,2025-12-24 13:00:00+05:30,BUY,0.3562,0.3570905,4.962041688387113,9929.045418463049,STOP_LOSS
138,2025-12-24 13:15:00+05:30,2025-12-24 13:30:00+05:30,BUY,0.3555,0.35567774999999996,0.9929045418461738,9930.038323004896,STOP_LOSS
139,2025-12-24 13:45:00+05:30,2025-12-24 14:00:00+05:30,BUY,0.3557,0.3542772,-7.9440306584039275,9922.094292346492,STOP_LOSS
140,2025-12-24 14:15:00+05:30,2025-12-24 14:30:00+05:30,BUY,0.3551,0.35598775,4.961047146173049,9927.055339492665,STOP_LOSS
141,2025-12-24 19:45:00+05:30,2025-12-24 20:00:00+05:30,BUY,0.3558,0.3566895,4.963527669746263,9932.018867162411,STOP_LOSS
142,2025-12-24 20:15:00+05:30,2025-12-24 20:45:00+05:30,BUY,0.3535,0.35367675,0.9932018867162596,9933.012069049128,STOP_LOSS
143,2025-12-24 21:45:00+05:30,2025-12-24 22:00:00+05:30,BUY,0.35379,0.354674475,4.9665060345245395,9937.978575083653,STOP_LOSS
144,2025-12-25 00:30:00+05:30,2025-12-25 02:15:00+05:30,BUY,0.3545,0.35538624999999996,4.968989287541699,9942.947564371194,STOP_LOSS
145,2025-12-25 13:45:00+05:30,2025-12-25 14:15:00+05:30,BUY,0.35716,0.35733857999999996,0.994294756437029,9943.941859127632,STOP_LOSS
146,2025-12-25 14:30:00+05:30,2025-12-25 15:30:00+05:30,BUY,0.3565,0.355074,-7.9551534873020096,9935.98670564033,STOP_LOSS
147,2025-12-25 15:45:00+05:30,2025-12-25 16:00:00+05:30,BUY,0.355,0.35358,-7.948789364512134,9928.037916275816,STOP_LOSS
148,2025-12-25 16:15:00+05:30,2025-12-25 16:30:00+05:30,BUY,0.3505,0.35067524999999994,0.992803791627356,9929.030720067443,STOP_LOSS
149,2025-12-25 16:45:00+05:30,2025-12-25 18:30:00+05:30,BUY,0.3508,0.3509754,0.9929030720067005,9930.02362313945,STOP_LOSS
150,2025-12-25 18:45:00+05:30,2025-12-25 19:00:00+05:30,BUY,0.3506,0.3514765,4.965011811569738,9934.98863495102,STOP_LOSS
151,2025-12-25 19:15:00+05:30,2025-12-25 20:45:00+05:30,BUY,0.351,0.35187749999999995,4.967494317475372,9939.956129268496,STOP_LOSS
152,2025-12-26 03:30:00+05:30,2025-12-26 04:00:00+05:30,BUY,0.3537,0.35387685,0.9939956129268843,9940.950124881423,STOP_LOSS
153,2025-12-26 04:15:00+05:30,2025-12-26 04:30:00+05:30,BUY,0.3458,0.34597289999999997,0.9940950124880035,9941.94421989391,STOP_LOSS
154,2025-12-26 04:45:00+05:30,2025-12-26 05:00:00+05:30,BUY,0.3436,0.3422256,-7.953555375915116,9933.990664517996,STOP_LOSS
155,2025-12-26 05:15:00+05:30,2025-12-26 05:30:00+05:30,BUY,0.3431,0.34327155,0.9933990664515956,9934.984063584448,STOP_LOSS
156,2025-12-26 05:45:00+05:30,2025-12-28 01:30:00+05:30,BUY,0.342,0.35943160180091865,101.27642461688687,10036.260488201335,TAKE_PROFIT
157,2025-12-28 15:00:00+05:30,2025-12-28 16:30:00+05:30,BUY,0.3713,0.37148565,1.0036260488200344,10037.264114250154,STOP_LOSS
158,2025-12-28 16:45:00+05:30,2025-12-28 17:00:00+05:30,BUY,0.37144,0.36995424,-8.029811291400138,10029.234302958754,STOP_LOSS
159,2025-12-28 17:15:00+05:30,2025-12-28 18:15:00+05:30,BUY,0.3712,0.36971519999999997,-8.023387442367047,10021.210915516387,STOP_LOSS
160,2025-12-28 18:30:00+05:30,2025-12-28 18:45:00+05:30,BUY,0.369,0.36918449999999997,1.0021210915515102,10022.213036607938,STOP_LOSS
161,2025-12-28 19:00:00+05:30,2025-12-28 19:45:00+05:30,BUY,0.3693,0.37022325,5.0111065183038965,10027.224143126243,STOP_LOSS
162,2025-12-28 23:30:00+05:30,2025-12-28 23:45:00+05:30,BUY,0.3681,0.3666276,-8.021779314500913,10019.202363811743,STOP_LOSS
163,2025-12-29 00:00:00+05:30,2025-12-29 00:15:00+05:30,BUY,0.3659,0.3644364,-8.015361891049444,10011.187001920693,STOP_LOSS
164,2025-12-29 00:30:00+05:30,2025-12-29 01:00:00+05:30,BUY,0.3641,0.36264359999999995,-8.00894960153669,10003.178052319156,STOP_LOSS
165,2025-12-29 01:15:00+05:30,2025-12-29 01:30:00+05:30,BUY,0.3629,0.3614484,-8.00254244185531,9995.175509877301,STOP_LOSS
166,2025-12-29 01:45:00+05:30,2025-12-29 02:30:00+05:30,BUY,0.3633,0.3618468,-7.996140407901773,9987.179369469399,STOP_LOSS
167,2025-12-29 02:45:00+05:30,2025-12-29 03:30:00+05:30,BUY,0.363,0.3631815,0.9987179369469461,9988.178087406346,STOP_LOSS
168,2025-12-29 12:15:00+05:30,2025-12-29 12:30:00+05:30,BUY,0.377,0.375492,-7.990542469925126,9980.187544936422,STOP_LOSS
169,2025-12-29 12:45:00+05:30,2025-12-29 13:00:00+05:30,BUY,0.3746,0.3755365,4.9900937724682475,9985.17763870889,STOP_LOSS
170,2025-12-29 13:15:00+05:30,2025-12-29 13:45:00+05:30,BUY,0.3758,0.3767395,4.99258881935435,9990.170227528244,STOP_LOSS
171,2025-12-29 14:00:00+05:30,2025-12-29 14:15:00+05:30,BUY,0.37558,0.37407768,-7.992136182022603,9982.17809134622,STOP_LOSS
172,2025-12-29 14:30:00+05:30,2025-12-29 15:00:00+05:30,BUY,0.375,0.3735,-7.985742473076984,9974.192348873145,STOP_LOSS
173,2025-12-29 15:15:00+05:30,2025-12-29 15:30:00+05:30,BUY,0.3696,0.37052399999999996,4.987096174436466,9979.17944504758,STOP_LOSS
174,2025-12-29 15:45:00+05:30,2025-12-29 16:30:00+05:30,BUY,0.37089,0.36940644,-7.9833435560380375,9971.196101491543,STOP_LOSS
175,2025-12-29 16:45:00+05:30,2025-12-29 17:30:00+05:30,BUY,0.3698,0.3683208,-7.976956881193309,9963.21914461035,STOP_LOSS
176,2025-12-29 17:45:00+05:30,2025-12-29 18:00:00+05:30,BUY,0.3648,0.3649824,0.9963219144608791,9964.21546652481,STOP_LOSS
177,2025-12-29 18:15:00+05:30,2025-12-29 19:00:00+05:30,BUY,0.3653,0.3638388,-7.971372373219825,9956.24409415159,STOP_LOSS
178,2025-12-29 19:15:00+05:30,2025-12-29 19:30:00+05:30,BUY,0.364,0.36418199999999995,0.9956244094149401,9957.239718561006,STOP_LOSS
